kode_entitas;nama_entitas;sektor;subsektor;industri;subindustri;informasi_pemegang_saham_pengendali;jenis_entitas;tanggal_akhir;mata_uang;kurs_konversi;pembulatan;jumlah_aset_lancar;jumlah_aset_tidak_lancar;jumlah_aset;jumlah_liabilitas_jangka_pendek;jumlah_liabilitas_jangka_panjang;jumlah_liabilitas;saham_biasa;saham_preferen;tambahan_modal_disetor;jumlah_ekuitas_yang_diatribusikan_kepada_pemilik_entitas_induk;jumlah_ekuitas;jumlah_liabilitas_dan_ekuitas;jumlah_laba_bruto;Jumlah_laba_rugi_sebelum_pajak_penghasilan;Jumlah_laba_rugi_dari_operasi_yang_dilanjutkan;jumlah_laba_rugi;jumlah_laba_rugi_komprehensif;laba_rugi_komprehensif_yang_dapat_diatribusikan_ke_entitas_indu;laba_rugi_yang_dapat_diatribusikan_ke_entitas_induk;laba_rugi_yang_dapat_diatribusikan_ke_kepentingan_non_pengendal;Jumlah_kenaikan_penurunan_bersih_kas_dan_setara_kas;Kas_dan_setara_kas_arus_kas_akhir_periode
MAIN;Malindo Feedmill Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D231. Fish, Meat, & Poultry;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;2663583383.0;2773161827.0;5436745210.0;2120613735.0;1268091642.0;3388705377.0;44775000.0;0;765435622.0;2050061440.0;2048039833.0;5436745210.0;557880190.0;76257016.0;60376485.0;60376485.0;63182149.0;63181089.0;60376085.0;400.00.00;-14367647.0;130895505.0
MAPA;PT MAP Aktif Adiperkasa Tbk.;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E741. Apparel & Textile Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;3503576.0;1811860.0;5315436.0;1584602.0;486580.0;2071182.0;285040.0;0;825655.0;3244376.0;3244254.0;5315436.0;2586960.0;339697.0;223759.0;223759.0;220020.0;247193.0;250752.0;-26993.0;63066.0;662414.0
MAPB;PT MAP Boga Adiperkasa Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E515. Restaurants;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;516237.0;1721714.0;2237951.0;894469.0;316580.0;1211049.0;217092.0;0;571691.0;1026896.0;1026902.0;2237951.0;1639739.0;-7162.0;-13459.0;-13459.0;-10427.0;-10427.0;-13459.0;0;-99681.0;256175.0
MAPI;Mitra Adiperkasa Tbk;E. Consumer Cyclicals;E7. Retailing;E74. Specialty Retail;E741. Apparel & Textile Retail;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;8213616.0;8554361.0;16767977.0;6661498.0;2956756.0;9618254.0;830000.0;0;503036.0;5932625.0;7149723.0;16767977.0;7692462.0;675331.0;467684.0;467684.0;562750.0;507261.0;420176.0;47508.0;-7443.0;2778415.0
MARI;PT Mahaka Radio Integra Tbk.;E. Consumer Cyclicals;E6. Media & Entertainment;E61. Media;E612. Broadcasting;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;0;0;329231056270.0;0;0;84413011988.0;52526440000.0;0;25038703722.0;177934532318.0;244818044282.0;329231056270.0;69662826371.0;-24218856956.0;-27008147899.0;-27008147899.0;-26748177242.0;-19551657843.0;-19741684150.0;-7266463749.0;-2339214780.0;31702624564.0
MARK;PT Mark Dynamics Indonesia Tbk.;C. Industrials;C1. Industrial Goods;C14. Machinery;C143. Industrial Machinery & Components;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;585685378899.0;492773489450.0;1078458868349.0;273462421017.0;61356035730.0;334818456747.0;76000006200.0;0;8894255569.0;740880069654.0;743640411602.0;1078458868349.0;606612702178.0;505578068397.0;392149133254.0;392149133254.0;391167974381.0;391169551907.0;392150710841.0;-1577587.0;64552508555.0;104216468215.0
MASA;Multistrada Arah Sarana Tbk;E. Consumer Cyclicals;E1. Automobiles & Components;E11. Auto Components;E112. Tires;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15685.0;Satuan Penuh / Full Amount;226841923.0;295541639.0;522383562.0;145449251.0;104804008.0;250253259.0;137342902.0;;131493823.0;272124971.0;272130303.0;522383562.0;130428090.0;64663972.0;50302117.0;50302117.0;50469544.0;50468022.0;50300596.0;1521.00.00;5769593.0;7491957.0
MASB;PT Bank Multiarta Sentosa Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;0;0;23203123481350.0;0;0;20502065652524.0;1241176500000.0;0;436531397130.0;2701057828826.0;2701057828826.0;0;0;272354121974.0;213129172158.0;213129172158.0;188509667536.0;188509667536.0;213129172158.0;;2338443232200.0;5448248533735.0
MAYA;PT Bank Mayapada Internasional Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15568.0;Jutaan / In Million;0;0;119104185.0;0;0;105125905.0;1338539.0;0;8364829.0;13978280.0;13978280.0;0;0;72211.0;44127.0;44127.0;78069.0;78069.0;44127.0;0;5596942.0;16061278.0
MBAP;PT Mitrabara Adiperdana Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15592.0;Satuan Penuh / Full Amount;209548134.0;48172305.0;257720439.0;52680581.0;5056197.0;57736778.0;10743672.0;;15415593.0;199983070.0;199983661.0;257720439.0;167793565.0;128896809.0;100566379.0;100566379.0;100700577.0;100700480.0;100566283.0;96.00.00;17017737.0;63882458.0
MBSS;Mitrabahtera Segara Sejati Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A122. Coal Distribution;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;44451035.0;133188050.0;177639085.0;5991075.0;2541025.0;8532100.0;26684752.0;0;33628706.0;156493336.0;169106985.0;177639085.0;15187464.0;12142010.0;12142010.0;12142010.0;12301720.0;11653304.0;11499360.0;642650.0;-7949256.0;27240958.0
MBTO;Martina Berto Tbk;D. Consumer Non-Cyclicals;D4. Nondurable Household Products;D42. Personal Care Products;D421. Personal Care Products;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;169823522943.0;543697135864.0;713520658807.0;225904727379.0;43285619819.0;269190347198.0;107000000000.0;;214500000000.0;444329436603.0;444330311609.0;713520658807.0;66669497946.0;-119071586051.0;-149735541904.0;-149735541904.0;-150561536782.0;-150561446277.0;-149735556259.0;14355.0;651162808.0;2851093946.0
MCAS;PT M Cash Integrasi Tbk;I. Technology;I1. Software & IT Services;I11. Online Applications & Services;I111. Online Applications & Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;1625320495074.0;509213766267.0;2134534261341.0;553134149383.0;64383124427.0;617517273810.0;86793330000.0;0;313038002191.0;506130876045.0;1517016987531.0;2134534261341.0;221875290582.0;158154111103.0;141358466402.0;141358466402.0;141586744689.0;63285495752.0;63078307688.0;78280158714.0;46910153281.0;359551298098.0
MCOL;PT Prima Andalan Mandiri Tbk;A. Energy;A1. Oil, Gas & Coal;A12. Coal;A121. Coal Production;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;313388349.0;263163000.0;576551349.0;121899643.0;52034679.0;173934322.0;37832823.0;0;95516400.0;382121473.0;402617027.0;576551349.0;390813453.0;351854412.0;274899760.0;274899760.0;274151345.0;270647691.0;271354692.0;3545068.0;144109441.0;207601196.0
MCOR;PT Bank China Construction Bank Indonesia Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Jutaan / In Million;0;0;26194548.0;0;0;20113344.0;3791973.0;0;1267378.0;6081204.0;6081204.0;0;0;104014.0;79392.0;79392.0;64487.0;64487.0;79392.0;0;565475.0;3799349.0
MDIA;PT Intermedia Capital Tbk.;E. Consumer Cyclicals;E6. Media & Entertainment;E61. Media;E612. Broadcasting;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Ribuan / In Thousand;4794576538.0;667629848.0;5462206386.0;2708628618.0;121699966.0;2830328584.0;392155384.0;0;335811174.0;2613007468.0;2631877802.0;5462206386.0;696862716.0;140240513.0;80662511.0;80662511.0;90792656.0;91721093.0;81590948.0;-928437.0;-4637179.0;7856586.0
MDKA;PT Merdeka Copper Gold Tbk.;B. Basic Materials;B1. Basic Materials;B14. Metals & Minerals;B145. Precious Metals & Minerals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;;Satuan Penuh / Full Amount;411315044.0;867277615.0;1278592659.0;297241459.0;201940903.0;499182362.0;36112298.0;0;454779498.0;755566432.0;779410297.0;1278592659.0;120097087.0;56718350.0;33386800.0;33386800.0;30554802.0;33362184.0;36138677.0;-2751877.0;137220505.0;185470530.0
MDKI;PT Emdeki Utama Tbk;B. Basic Materials;B1. Basic Materials;B11. Chemicals;B111. Basic Chemicals;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;342575.0;642825.0;985400.0;43588.0;36518.0;80106.0;253015.0;0;105636.0;891634.0;905294.0;985400.0;86631.0;47045.0;38851.0;38851.0;44918.0;44685.0;38710.0;141.00.00;3037.00.00;233678.0
MDLN;PT Modernland Realty Tbk.;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;No Controlling Shareholder;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;3395447292615.0;11144091748180.0;14539539040795.0;3469212455512.0;6886228827202.0;10355441282714.0;2330844837094.0;0;28757485826.0;4184096758081.0;4184097758081.0;14539539040795.0;1352607648460.0;-8793924920.0;-41994106784.0;-41994106784.0;-36110485104.0;-36110485104.0;-41994106784.0;0;897133749322.0;1111920218776.0
MDRN;Modern Internasional Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C223. Office Supplies;Indonesian Government;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;74078326126.0;172489199200.0;246567525326.0;355033198132.0;302546635337.0;657579833469.0;633216779800.0;;671395823551.0;-411012308143.0;-411012308143.0;246567525326.0;26922368520.0;168350174489.0;126811441634.0;126811441634.0;126930227834.0;126930227834.0;126811441634.0;;-721842551.0;2305770119.0
MEDC;PT Medco Energi Internasional Tbk;A. Energy;A1. Oil, Gas & Coal;A11. Oil & Gas;A111. Oil & Gas Production & Refinery;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Dollar Amerika / USD;15731.0;Satuan Penuh / Full Amount;1701563649.0;3982320490.0;5683884139.0;1006176448.0;3448371230.0;4454547678.0;121798946.0;0;488107377.0;1072725874.0;1229336461.0;5683884139.0;550645516.0;269379241.0;46547529.0;62600751.0;8.481.496.776.962.950;6.941.730.788.867.650;4.701.940.399.911.440;155.813.470.008.855;186939010.0;480984828.0
MEDS;PT Hetzer Medical Indonesia Tbk;F. Healthcare;F1. Healthcare Equipment & Providers;F11. Healthcare Equipment & Supplies;F112. Healthcare Supplies & Distributions;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;14894876311.0;35085928031.0;49980804342.0;7795123712.0;9722243781.0;17517367493.0;4840000000.0;;20160000000.0;32463436849.0;32463436849.0;49980804342.0;55328712566.0;34127601770.0;26631346389.0;26631346389.0;26635657634.0;26635657634.0;26631346389.0;;-12469230618.0;1401498537.0
MEGA;Bank Mega Tbk;G. Financials;G1. Banks;G11. Banks;G111. Banks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15567.5;Jutaan / In Million;0;0;132879390.0;0;0;113734926.0;3481888.0;;2048761.0;19144464.0;19144464.0;0;0;4952616.0;4008051.0;4008051.0;3036314.0;3036314.0;4008051.0;0;9901178.0;17592335.0
MERK;Merck Tbk;F. Healthcare;F2. Pharmaceuticals & Health Care Research;F21. Pharmaceuticals;F211. Pharmaceuticals;Foreign Corporation;Foreign Company;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;768122706.0;258144160.0;1026266866.0;282931352.0;59291726.0;342223078.0;22400000.0;;17561517.0;684043788.0;684043788.0;1026266866.0;398683745.0;190499576.0;131660834.0;131660834.0;126016763.0;126016763.0;131660834.0;00.00;61617680.0;196342989.0
META;Nusantara Infrastructure Tbk;J. Infrastructures;J1. Transportation Infrastructure;J11. Transport Infrastructure Operator;J112. Highways & Railtracks;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;1264941904520.0;5322387101317.0;6587329005837.0;599501118672.0;2626364717930.0;3225865836602.0;1239749573545.0;0;469155766335.0;2597416921945.0;3361463169235.0;6587329005837.0;406283796084.0;62948983532.0;25760949227.0;25760949227.0;16698113103.0;136180546.0;5989245890.0;19771703337.0;619693982517.0;986018533965.0
MFIN;PT Mandala Multifinance Tbk.;G. Financials;G2. Financing Service;G21. Consumer Financing;G211. Consumer Financing;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Jutaan / In Million;0;0;5345296.0;0;0;2582347.0;132500.0;;27329.0;2762949.0;2762949.0;0;0;614038.0;485251.0;485251.0;478327.0;478327.0;485251.0;;150805.0;627398.0
MFMI;Multifiling Mitra Indonesia Tbk;C. Industrials;C2. Industrial Services;C22. Commercial Services;C224. Business Support Services;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;111754669206.0;228461997562.0;340216666768.0;26836261982.0;198322269518.0;225158531500.0;75758100000.0;0;24325992482.0;115058135268.0;115058135268.0;340216666768.0;77187953553.0;27568960527.0;25160193681.0;25160193681.0;25160193681.0;25160193681.0;25160193681.0;0;51868372748.0;93609538270.0
MGLV;PT Panca Anugrah Wisesa Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E211. Home Furnishings;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;152257296876.0;59143462385.0;211400759261.0;80361810224.0;37633514482.0;117995324706.0;30000000000.0;;8000000000.0;93306742021.0;93405434555.0;211400759261.0;55288781444.0;8436211447.0;7124353957.0;7124353957.0;7102150056.0;7064632687.0;7086836588.0;37517369.0;3981507451.0;7928448465.0
MGNA;PT Magna Investama Mandiri Tbk;G. Financials;G5. Holding & Investment Companies;G51. Holding & Investment Companies;G512. Investment Companies;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;8797602693.0;130974622284.0;139772224977.0;71368512692.0;78363239776.0;149731752468.0;100308097700.0;0;65404885.0;-48893608044.0;-9959527491.0;139772224977.0;530505673.0;-29437280032.0;-25934090712.0;-2349787115.0;-2781764187.0;-2741176138.0;-2309199066.0;-40588049.0;-353606572.0;4177955222.0
MGRO;PT Mahkota Group Tbk.;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;809016739979.0;1011185854769.0;1820202594748.0;787148083629.0;323254230699.0;1110402314328.0;355444570000.0;0;117783124148.0;646183135956.0;709800280420.0;1820202594748.0;825050828336.0;109422288389.0;89783282574.0;89783282574.0;92092559817.0;80861529593.0;78537148077.0;11246134497.0;64579573478.0;90763070618.0
MICE;Multi Indocitra Tbk;E. Consumer Cyclicals;E2. Household Goods;E21. Household Goods;E213. Housewares & Specialties;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Satuan Penuh / Full Amount;509961988030.0;553175402933.0;1063137390963.0;312474479126.0;40091325773.0;352565804899.0;60000000000.0;0;34970231496.0;710555129794.0;710571586064.0;1063137390963.0;406126894216.0;42602681964.0;30116574542.0;30116574542.0;32227464146.0;32230188106.0;30119298655.0;-2724113.0;4022655283.0;59790631091.0
MIDI;Midi Utama Indonesia Tbk;D. Consumer Non-Cyclicals;D1. Food & Staples Retailing;D11. Food & Staples Retailing;D113. Supermarkets & Convenience Store;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Jutaan / In Million;2535858.0;3793681.0;6329539.0;3691937.0;969958.0;4661895.0;288235.0;0;73881.0;1667111.0;1667644.0;6329539.0;3422215.0;321268.0;269694.0;269694.0;273595.0;273587.0;269687.0;07.00;5168.00.00;243492.0
MIKA;PT Mitra Keluarga Karyasehat Tbk.;F. Healthcare;F1. Healthcare Equipment & Providers;F12. Healthcare Providers;F121. Healthcare Providers;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;3197513553227.0;3663457544627.0;6860971097854.0;762461020207.0;173366240976.0;935827261183.0;142463495000.0;0;1362714825029.0;5272555499044.0;5925143836671.0;6860971097854.0;2261355300328.0;1719517732469.0;1361523557333.0;1361523557333.0;1392598208669.0;1257755853862.0;1228824616846.0;132698940487.0;577715343073.0;1282727987995.0
MINA;PT Sanurhasta Mitra Tbk.;E. Consumer Cyclicals;E5. Consumer Services;E51. Tourism & Recreation;E512. Hotels, Resorts & Cruise Lines;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;26355110701.0;85038584727.0;111393695428.0;5297058537.0;1595231316.0;6892289853.0;131250000000.0;0;-7987932791.0;104398562201.0;104501405575.0;111393695428.0;2403941462.0;-5216576123.0;-4778053854.0;-4778053854.0;-5427464261.0;-5419421713.0;-4769210409.0;-8843445.0;-1531621242.0;337642479.0
MIRA;Mitra International Resources Tbk;K. Transportation & Logistic;K2. Logistics & Deliveries;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;54436318441.0;247069786441.0;301506104882.0;49557803766.0;48698336802.0;98256140568.0;495181504875.0;;975496038579.0;202022446455.0;203249964314.0;301506104882.0;-240352267.0;-14271450785.0;-13195658734.0;-13195658734.0;-12103956207.0;-12008322505.0;-13100025032.0;-95633702.0;-1654497116.0;1837024558.0
MITI;Mitra Investindo Tbk;A. Energy;A1. Oil, Gas & Coal;K21. Logistics & Deliveries;K211. Logistics & Deliveries;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;51450314927.0;26641367043.0;78091681970.0;20515221523.0;564405390.0;21079626913.0;176149418300.0;;-126149418300.0;57012055057.0;57012055057.0;78091681970.0;6391866717.0;5708851211.0;5223088063.0;5223088063.0;5223088063.0;5223088063.0;5223088063.0;00.00;36242615867.0;36487170155.0
MKNT;PT Mitra Komunikasi Nusantara Tbk.;E. Consumer Cyclicals;E7. Retailing;E71. Consumer Distributors;E711. Consumer Distributors;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Satuan Penuh / Full Amount;470380997129.0;19761333181.0;490142330310.0;162663381997.0;305925976126.0;468589358123.0;110000000000.0;0;32993656000.0;24861313268.0;21552972187.0;490142330310.0;49896171894.0;-30362384209.0;-34676018586.0;-34676018586.0;-28370865490.0;-19177310991.0;-25780589668.0;-8895428918.0;7403519676.0;23361614495.0
MKPI;Metropolitan Kentjana Tbk;H. Properties & Real Estate;H1. Properties & Real Estate;H11. Real Estate Management & Development;H111. Real Estate Development & Management;National Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;15731.0;Satuan Penuh / Full Amount;1032021454100.0;6962260977992.0;7994282432092.0;1059762104835.0;1098182865467.0;2157944970302.0;94819400000.0;0;-126349854932.0;5836651651948.0;5836337461790.0;7994282432092.0;0;412578500051.0;324669719210.0;324669719210.0;329547326210.0;329630224186.0;324752617186.0;-82897976.0;138089636009.0;713494544735.0
MKTR;PT Menthobi Karyatama Raya Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D23. Agricultural Products;D232. Plantations & Crops;Individual WNI;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;;Ribuan / In Thousand;166781067.0;482255826.0;649036893.0;173070407.0;290381780.0;463452187.0;95000000.0;0;74004715.0;184132433.0;185584706.0;649036893.0;166042611.0;30701032.0;15392010.0;15392010.0;15375036.0;15304646.0;15321535.0;70475.0;37893064.0;49794073.0
MLBI;Multi Bintang Indonesia Tbk;D. Consumer Non-Cyclicals;D2. Food & Beverage;D21. Beverages;D211. Liquors;Foreign Corporation;Local Company - Indonesia Jurisdiction;31/12/22;Rupiah / IDR;0;Jutaan / In Million;1241112.0;1680905.0;2922017.0;1682700.0;140160.0;1822860.0;21070.0;;1802.00.00;1098651.0;1099157.0;2922017.0;1361697.0;877781.0;665850.0;665850.0;666664.0;666496.0;665682.0;168.00.00;4944.00.00;638197.0
